MUV-466,MUV-548,MUV-600,MUV-644,MUV-652,MUV-689,MUV-692,MUV-712,MUV-713,MUV-733,MUV-737,MUV-810,MUV-832,MUV-846,MUV-852,MUV-858,MUV-859,mol_id,smiles
,,,,,,,,0.0,,,,,,,,0.0,CID1765609,CCCNC(=O)c1cccc(COCC(F)(F)C(F)F)c1
,,,,,,,,,,,0.0,0.0,,,,,CID3244155,CCN(CCNC(=O)C1CCCN(Cc2nc(-c3ccc(OC)cc3)oc2C)C1)c1ccccc1
,,0.0,,,0.0,0.0,,,,,0.0,,,,,,CID3238279,Cc1nn(C)c(C)c1S(=O)(=O)N(CC(=O)NCCCOC(C)C)c1ccc(C(C)C)cc1
,,,0.0,,,,,,,,,0.0,0.0,,,,CID651499,O=C(CN1CCN(c2ccc(F)cc2)CC1)N1CCOCC1
0.0,,,,,,,,,,,,0.0,,,,0.0,CID3245946,CCCN1C(=O)c2ccccc2NC1c1ccc(OC)cc1O
,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,CID3236790,CCn1cc(C(=O)NCc2ccco2)c(=O)c2cc(S(=O)(=O)N3CCC(C)CC3)ccc21
,,,,,,,,0.0,,0.0,,,,,,,CID2164788,Cc1occc1C(=O)NCCCCc1ccccc1
,,,,,,0.0,,,,0.0,,,,0.0,,,CID9579597,N/C(=N\S(=O)(=O)c1ccc(Cl)s1)c1ccccc1
,,,0.0,,,,,,,,,,,,,,CID5310295,COc1ccc(-n2nnc3c(=O)n(CC(=O)N4CCC(C)CC4)cnc32)cc1
,,,,,,,,,,,,,,0.0,,,CID1472014,O=c1c(-c2nc3ccccc3s2)cccn1Cc1ccc(Cl)cc1
,0.0,0.0,0.0,,,0.0,,,,,,0.0,,,,,CID648937,COc1ccc(Cl)cc1C(=O)Nc1nnn(C)n1
0.0,,,0.0,,,,,,,0.0,0.0,,,,,0.0,CID969966,CCOc1ccc(NC(=O)Nc2cc(C)ccc2OC)cc1
0.0,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,CID654550,CCOC(=O)c1cc(-c2ccc(/C=N/n3cnnc3)o2)ccc1Cl
,,,,,,,0.0,,,,,,,,,,CID935074,CCS(=O)(=O)c1nc2ccccc2n1CC(=O)N1CCOCC1
,0.0,,,,,,,,,,,,,,,0.0,CID935078,COC(=O)CSc1nc(NC(C)C)nc(N2CCOCC2)n1
,0.0,0.0,0.0,,,,,,,,0.0,,,,,,CID664194,c1ccc(-n2ncc3c2ncn2nc(-c4ccco4)nc32)cc1
,,0.0,0.0,,,,,,,,,0.0,,,,,CID5389996,COCCCN1C(=O)C2=C(/C(=C3\C=CC=CC3=O)NN2)C1c1cccc(Cl)c1
,,,,,,,,,,,,,,,0.0,,CID5389995,COc1cccc(C2C(C(=O)Nc3ccc(C)cc3C)=C(C)N=C3N=CNN32)c1OC
,,,,0.0,0.0,,,0.0,,,,,0.0,,,,CID2571413,CC(C)Cn1c(SCC(=O)c2ccc(Cl)s2)nnc1-c1ccco1
0.0,,,,,,0.0,,0.0,,0.0,,,,,0.0,,CID3237723,COc1cccc(CN2CCCN(S(=O)(=O)c3ccc(Br)cc3)CC2)c1
0.0,,,0.0,,,,,,,,,,,,0.0,0.0,CID2858286,CCCc1ncc(C(O)c2ccc(OC)cc2)n1C
,,,,,,,,,,,,,,0.0,,,CID11957142,Cc1ccc(C2=NN=C(N)/C2=N/Nc2cccc(Cl)c2C)cc1
,,,,,,,,,,,,,,0.0,,,CID1260943,CCOC(=O)N1CCN(S(=O)(=O)c2cc(Cl)c(OC)cc2Cl)CC1
,,,,,,,0.0,,,,0.0,,,0.0,,,CID738371,CC1CCN(CC(=O)N2c3ccccc3CCc3ccccc32)CC1
,,,,,0.0,,,,,,,,,,,,CID2893058,Cc1ccc(NC(=O)C2C3CCCC2C3c2ccccc2)cc1C
,,,,,,,,,,,,,0.0,,,,CID12005884,CC(C)c1ccc(N(C(=O)c2cc3ccccc3oc2=O)C2C=CS(=O)(=O)C2)cc1
,,,,,,,,0.0,,,,,,0.0,,,CID2235451,O=C(NC1CCCCC1)N1CCN(c2ncccn2)CC1
,0.0,,,,,,0.0,,,,,,,,,,CID665149,Cc1cccc2[nH]c3c(=O)n(CCN4CCNCC4)cnc3c12
,,,,,,,,,,,,,0.0,,,,CID3782482,O=C(Nc1cccc(Cl)c1)C1C2CCC3C(CCC21)C3(Cl)Cl
0.0,0.0,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,CID663459,CN(C)c1oc(-c2ccc(OCc3ccc(Cl)cc3)cc2)nc1C#N
,,0.0,,,0.0,0.0,0.0,,,,,,,,,,CID666668,CCc1ccc2oc(=O)cc(CN3CCC(C)CC3)c2c1
0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,CID727608,Cc1noc(C)c1CSc1ncnc2sc3c(c12)CCC3
,,,,,,,,,0.0,,,,,,,0.0,CID2229593,O=S(=O)(Cc1ccc(Cl)cc1)N1CCCC1
,,,,,,,,,,,,0.0,,,,,CID667160,COc1cccc(C2OC(=O)c3ccccc3N2C(C)=O)c1OC(C)=O
,,,,,,,,,0.0,,,,,,,,CID2876582,CC(NC(=O)CSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CCCC3)c1ccccc1
,,0.0,0.0,,,0.0,,,,,0.0,,,,,,CID659223,Cc1nnc2n(-c3ccccc3)c(=O)c3c4c(sc3n12)CC(C)CC4
,0.0,,,,,,,,,,,,,,,,CID3235739,CCCn1cnc2c(cnn2-c2ccc(F)cc2)c1=O
,,,,,,,,,,,,,0.0,,,,CID565049,O=S(=O)(Nc1cccnc1)c1ccc(C2CCCCC2)cc1
,0.0,,,,,0.0,,,,,0.0,,,,0.0,,CID387726,N#CC1=C(N)N(c2ccccc2)C(c2ccccc2)C1(C#N)C#N
,,,,,0.0,,,0.0,0.0,,0.0,,,,,,CID1979096,Cc1ccc(-n2nc(C)cc2NC(=O)COc2cc(C)cc3oc(=O)c4c(c23)CCC4)cc1
0.0,,,,0.0,,,0.0,,,0.0,,,,,,,CID3242931,COc1cccc(-c2nn(C)c3sc(C(=O)Nc4ccc5c(c4)OCCO5)cc23)c1
0.0,,,,,,0.0,0.0,,,,,,,,,,CID3244259,CCOC(=O)N1CCN(C(=O)C2CCCN(c3ncnc4c3sc3cccc(F)c34)C2)CC1
,,0.0,,,,,,,,,,,0.0,,,,CID5309683,Cc1cc(C)cc(NC(=O)CSc2nnc(Cn3c(=O)sc4ccccc43)n2C)c1
,,,,0.0,,0.0,,,,,,,,,,,CID874645,COC(=O)c1c(-c2ccc(OC)c(OC)c2)csc1N
,,,,,,,,,,,,,,,0.0,,CID653232,CCCNS(=O)(=O)c1ccc(CCC(=O)NCC2CCCO2)cc1
,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,CID2423150,CCOC(=O)c1sc(N(Cc2ccccc2)C(=O)CSc2nnc(C3CC3)n2N)nc1C
,0.0,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,CID761910,O=c1c2ccccc2nc2n1CCN2Cc1ccc(Cl)cc1
,,,,,,,0.0,,0.0,,,,,0.0,,0.0,CID651175,Cn1c(SCC(=O)O)nnc1C1CCCCC1
,,,,0.0,,,0.0,,0.0,0.0,,0.0,,,,0.0,CID3235659,Cn1cc(C(=O)NC2CCCCCCC2)c(=O)c2cc(S(=O)(=O)N3CCCC3)ccc21
0.0,,0.0,,,,0.0,,,0.0,,,,,,,,CID2998924,CC(C)C(NC(=O)c1ccco1)C(=O)NCC(c1ccco1)N1CCCCC1
,,,,,,,0.0,,,0.0,,0.0,,,,,CID1287984,CC(C)CNS(=O)(=O)c1ccc(CCC(=O)N2CCOCC2)cc1
0.0,,,,0.0,,,,0.0,,,0.0,,,,,,CID3240962,Cc1cccc(N(C)C(=O)c2cc3cc4ccc(C)cc4nc3o2)c1
,,,,,0.0,,0.0,,,,,,,,,,CID3240963,Cc1ccc2c(C)[nH]c(=O)cc2c1
,,,,,0.0,,,0.0,0.0,,,,,0.0,,,CID2234663,CNC(=O)CCCc1nc(-c2ccccc2Cl)no1
0.0,0.0,,,,,,,,,,,,,,,,CID5308620,CCOC(=O)N1CCC(c2cc(=O)n3[nH]c(-c4ccccc4)cc3n2)CC1
,,,,,,,,,0.0,0.0,,,,,,,CID651829,Cc1sc2nc(SCC(=O)NCc3ccco3)n(CCc3ccccc3)c(=O)c2c1C
,0.0,,,,,,,,,,,0.0,,,0.0,0.0,CID2945791,Cc1ccc(C(=O)CC2(O)C(=O)N(Cc3ccccc3Cl)c3ccccc32)o1
,,,,,,,,,,,,0.0,,,,,CID657495,Cc1cc(C#N)c2ccccc2n1
,,,,,,,,,,,,0.0,,,,,CID651734,O=C(NCC(=O)N(CC1CCCO1)C(C(=O)NC1CCCC1)c1ccc(F)cc1)c1ccco1
,,,,,,,,,,,,,0.0,,,,CID2548102,Cc1ccc(OCCOC(=O)Cn2nc(C)c([N+](=O)[O-])c2C)cc1
,,,,,,,,0.0,0.0,,,,,,,,CID3758231,CCN(CC)C(=O)CC1(c2ccccc2OC)CCOC(C(C)C)C1
,,,,,,,,,0.0,,,,,,,,CID306664,CN(Cc1ccccc1)C(=O)NC1CCCCC1
0.0,,,,0.0,,0.0,0.0,,,,,,,,0.0,,CID3245257,O=C(NCc1cccs1)C1CCN(c2nc3ccccc3o2)CC1
,0.0,,,,,,,,,,0.0,,,,,,CID2997628,C/N=C1/SC(CC(=O)Nc2cccc(Cl)c2Cl)C(=O)N1C
,,,,,,,,,,,,,,0.0,,,CID2376288,CCN(CC)S(=O)(=O)c1cccc(-c2n[nH]c(=S)n2/N=C/c2ccc(OC)cc2)c1
,,,,,0.0,,,,,,,,,0.0,,,CID571253,Cc1ccc(CSc2nc3ncccc3[nH]2)cc1
,,,,,,,,,,,,,,0.0,,,CID2839652,CCOc1ccc(N2C(=O)CC(N(C)Cc3ccccc3)C2=O)cc1
,,,,,,,,,0.0,0.0,0.0,,,,,,CID1072943,CCOc1ccc(NC(=O)c2ccc3snnc3c2)cc1
,,,,,,,,,,,,,0.0,,,,CID4355998,COCCn1c(C)cc(C(=O)COc2cccnc2[N+](=O)[O-])c1C
,,,,,0.0,0.0,,,,,,,,0.0,,,CID622000,CC1(C)CC(=O)c2sc(N3CCCCC3)nc2C1
,0.0,,0.0,,,0.0,,,0.0,,,,,,,,CID657463,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)CN(C)C
,,,,,,,,,,,,,,,,0.0,CID3243015,CCN(c1ccc2c(c1)OCO2)S(=O)(=O)c1cc(Br)cc2c1N(C(=O)C1CC1)CC2
,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,CID3243014,O=C(CCCCn1c(=S)[nH]c2ccsc2c1=O)NCc1ccco1
0.0,,,,,,0.0,,,,,,0.0,,,,,CID663407,CCn1c(NCCc2ccc(OC)c(OC)c2)nc2c1c(=O)n(C)c(=O)n2C
,,,,,0.0,,,,,,,,,,,,CID2204225,Cc1ccc(-c2nnc(-c3cccc(NC(=O)c4cccs4)c3)o2)cc1
,,,,0.0,,,,,0.0,0.0,,,,,0.0,,CID666056,Cn1c(=O)oc2cc(S(=O)(=O)N3CCC4(CC3)OCCO4)ccc21
0.0,,,,0.0,0.0,,,,,,,,,,0.0,,CID4248069,Cn1nc(CC(=O)NC2CCCCCC2)c2ccccc2c1=O
,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,,,CID2961964,CCOC(=O)C1=C(C)NC(SCc2cc(=O)[nH][nH]2)=C(C#N)C1c1cccs1
,,,,,,,,,,0.0,,,,,,,CID2961967,Cc1ccc(-c2[nH]nc3c2C(c2ccsc2)C(C#N)=C(N)O3)cc1
,,,,,,,,,,,,,,,,0.0,CID2813445,CCOC(=O)C1CCN(S(=O)(=O)c2cccc3nonc23)CC1
,,,0.0,,0.0,,,,,,,,,,,,CID658438,O=C(OCC(O)CN1CCCCC1)C12CC3CC(CC(C3)C1)C2
,,,,,,,0.0,,,,,,,,,,CID5310027,Cc1ccc(-n2nnc3c(=O)n(CC(=O)NCc4ccco4)cnc32)cc1
,,,,,,,,,,,0.0,,,,,,CID319545,Cc1ccc(S(=O)(=O)N/N=C/c2ccc(C(=O)O)cc2)cc1
,,,,,,,,,,,0.0,,,,0.0,,CID2060526,O=C1c2ccccc2C(=O)N1CCc1nc(-c2cccnc2)no1
,,,0.0,,,,,,0.0,,,0.0,,,,0.0,CID2946368,N#CC1=C(N)Oc2n[nH]c(-c3cccs3)c2C1c1ccoc1
,,,,,,0.0,,,,,,,,,,,CID935232,COc1cc(S(=O)(=O)Nc2ccc(Cl)cn2)ccc1F
0.0,0.0,,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,CID935234,CC1(C)CC(=O)C2=C(C1)NCN(Cc1ccc3c(c1)OCO3)C2
,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,CID2620910,COCCn1c(C)cc(C(=O)CSc2nc3ccccc3o2)c1C
0.0,,,,,,,,,,,,0.0,,0.0,,,CID1485419,O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1ccco1
,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,CID890649,O=S1(=O)C=C(Sc2nnc(-c3ccccc3)o2)c2ccccc21
,0.0,,,,,,0.0,,,,0.0,,,0.0,,,CID647233,Nc1nnc(CC(=O)N2CCCCC2)s1
,,,,0.0,,0.0,,,,,,0.0,,,,,CID647232,O=S(=O)(NCC1CCCO1)c1cccc(S(=O)(=O)N2CCCC2)c1
,,,,,0.0,,,,,,,,,,,,CID591241,CC1CN(C(=O)c2ccc([N+](=O)[O-])cc2)CC(C)O1
,,,,,,0.0,,,,,,,0.0,,,,CID2971491,CC1CCCN(C(=O)c2cc(F)c(F)cc2Cl)C1
0.0,,0.0,,,,0.0,,,,,0.0,,,,,0.0,CID2219578,CCCCC1CCC(C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)CC1
,,,,,,,,,,,,,0.0,0.0,,,CID2365274,COc1ccc(-c2csc(NC(=S)NC(=O)c3cccs3)n2)cc1OC
,,,,,,,,0.0,,,0.0,,0.0,,0.0,0.0,CID973785,Cc1nn(S(=O)(=O)N2CCCCC2)c(C)c1Br
,,,,,,,,,,0.0,,,,,,0.0,CID3239689,COc1ccccc1OCC(O)Cn1nc(C)cc1C
,,,,,,,,0.0,,,,,,,,,CID870722,O=S(=O)(c1cc(Cl)ccc1Br)N1CCCCC1
,,,,,,,,,,,,,,0.0,,,CID2544444,COc1cc(NC(=O)c2cccnc2Sc2ccc(Cl)cc2)cc(OC)c1OC
,,,,,,,0.0,,,,,,,,,0.0,CID1332617,COc1ccc(C(=O)O)cc1S(=O)(=O)Nc1cccc(C(F)(F)F)c1
,,,,,,,,,,,0.0,,,,,,CID9550903,COc1cccc(NC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)c1
,,,,,,,,,0.0,,,,,,,,CID70799,O=C(O)Cc1csc2ccccc12
,,,,,,,,,,,,,,,0.0,,CID2825094,COc1cc2c(cc1OC)C(c1cc(OC)c(OC)c(OC)c1)NCC2
,,,,,,,,,,,,,0.0,,,,CID3750790,O=S(=O)(c1ccccc1)N1CCC(O)(CSc2ccc(F)cc2)CC1
,,,,,,,,,,,0.0,,,,,,CID2333725,CC(C)CCNC(=O)c1cc(-c2ccco2)nc2ccccc12
,,,,,,,,0.0,,,0.0,,,,,,CID2257667,COCCNC(=O)Cn1nc(C(F)(F)F)cc1C
,,0.0,0.0,,,,,,,,,,0.0,,,,CID648333,COC(=O)c1ccccc1NC(=O)CN1CCC(n2nnc3cc(F)ccc32)CC1
,,0.0,,,0.0,,,,,,,,,0.0,,,CID828791,Cn1cccc1CN1CCN(C(=O)COc2ccccc2)CC1
,,0.0,,,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,CID653530,O=C(CN(Cc1ccccc1)C(=O)c1ccc2c(c1)OCCO2)NCc1ccc2c(c1)OCO2
,,,,0.0,,,,0.0,,,,,,,,,CID3238967,Cc1cc2ccccc2c(=O)n1CC(=O)NCC(=O)N(C)Cc1ccccc1
,,,,,,,,,,,,,,0.0,,,CID2886337,CC(C)C(=O)N1CCN(c2ccc([N+](=O)[O-])cc2Cl)CC1
,0.0,,,0.0,,,,0.0,,,,,,,0.0,0.0,CID653941,COCCN(C(=O)c1csnn1)C(C(=O)NC1CCCCC1)c1sccc1C
,,,0.0,,,,,,,,,,,,0.0,,CID888010,CCC(CC)C(=O)Nc1cc(C(=O)OC)cc(C(=O)OC)c1
,,,,,,,,,,,,,0.0,,,,CID5411536,Cc1nc2c(C)cccc2cc1C(=O)NNC=C1C=CC(=O)C=C1
,,,,,,,,,0.0,0.0,,,,,,,CID848436,O=C(Nc1cc(C(=O)N2CCCC2)ccc1N1CCCC1)C1CC1
,,,,,,,,,0.0,,,,,,0.0,0.0,CID659781,Cc1ccc(-c2cccc(NC(=O)C3C4C=CC(C4)C3C(=O)O)c2)o1
,,,,,,,,,,0.0,,,,,,,CID2090086,Cc1ccccc1-c1nnc(SCC(=O)NCc2ccc3c(c2)OCO3)n1C
,,,,,0.0,,,,,0.0,,,,,,,CID2202359,CS(=O)(=O)N(CC(=O)Nc1ccccc1Sc1ccccc1)C1CCCCC1
,,,,0.0,,,,0.0,,,,,0.0,0.0,,,CID705290,Cc1sc2ncnc(SCC(=O)c3cccs3)c2c1C
,0.0,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,CID656097,NC(=O)CSc1nnc(CNc2cccc(Cl)c2)n1CCc1ccccc1
,,,,,,,,,,,,,0.0,,,,CID2212741,COc1ccccc1C(=O)NNC(=O)c1ccc(NC(=O)c2ccccc2)cc1
,,,,,,,,0.0,,,,,0.0,,,,CID4160072,CC(NCC(O)COCc1cccs1)C1CC2CCC1C2
,0.0,,0.0,0.0,,,,,,,,0.0,,,,,CID2265207,Cn1nnnc1SCc1nc2ccccc2[nH]1
0.0,,,,,,,,,,,,0.0,,,0.0,,CID5309001,COc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)N2CCOCC2)cc1
0.0,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,,,,CID773263,O=C1CCC(=O)N1CNc1ccc(Oc2ccccc2)cc1
,,,,,,,,0.0,,,,,,,,,CID947334,COC(=O)c1ccc(Oc2nc(C(N)=O)cc(-c3ccccc3)n2)cc1
,,,,0.0,,,,0.0,,,,0.0,,,,,CID1246818,CCc1c(C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)csc1C
,,,,,,,,,,,,,,0.0,,,CID863227,O=C(Cn1nnc(-c2ccc(Cl)cc2)n1)NCc1ccco1
,,0.0,,,,,,,,,,,,,,,CID711867,Cc1cc(S(=O)(=O)NCCc2ccccc2)c(C)s1
,0.0,0.0,,,,,0.0,,,,,0.0,,,,0.0,CID2945804,CN1CCN(C(=O)CCn2nc(-c3ccccc3)c3ccccc3c2=O)CC1
,,,,,,,,,,,,,,,0.0,,CID2159329,COc1ccc(OC)c2sc(NC(=O)c3ccc(Br)s3)nc12
0.0,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.0,,0.0,,CID713037,CCOC(=O)C1CCN(C(=O)Nc2ccccc2Cl)CC1
,,,,0.0,,,,,,,,,,,,,CID713038,CC(=O)c1cc2c(cc1NC(=O)CN1CCOCC1)OCO2
,,0.0,,,,,0.0,,,,,,,0.0,,,CID660529,CC(NC(=O)OCc1ccccc1)C(=O)OCN1C(=O)c2ccccc2C1=O
,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,CID3236987,O=C(O)c1ccc2c(c1)ncn2C1CCCCCC1
,,,,,,,,,,,,,,0.0,,,CID1237228,CCOC(=O)N/N=C1\CCc2ccccc21
,,,,,,,,,,,,,0.0,,,,CID16187470,CCc1cc(C(=O)N2CCCC(CCC(=O)NCc3cccc(OC)c3)C2)no1
,0.0,,,,,,0.0,,,,,0.0,,,0.0,,CID3237985,CCCC(=O)NCc1ccc2c(c1)cc(C)n2C
,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,CID2326419,CCNc1ccc(C(=O)OCC)cc1NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1
,,,,,,0.0,0.0,,,,,,0.0,,,,CID2361473,Cn1c(N)c(C(=O)COC(=O)c2cccs2)c(=O)n(C)c1=O
0.0,,0.0,,0.0,,,,,,0.0,,,,,,,CID648778,COc1cc(-c2nnc(SCC(=O)N(Cc3ccccc3)C(C)(C)C)o2)cc(OC)c1OC
,,,,,0.0,,,0.0,,,,,0.0,,,,CID615212,Cc1cc(C)n(Cc2ccc(C(=O)O)cc2)n1
,,0.0,,0.0,,,0.0,,0.0,0.0,,,,,0.0,,CID665355,COCCNc1nc(-n2nc(C)cc2C)nc2sc3c(c12)CCCC3
,,,,,0.0,,,,,,0.0,,0.0,,,,CID977387,Cc1nc(SCC(=O)c2ccc(F)cc2)c([N+](=O)[O-])[nH]1
,,,,,,,,,,,,,,0.0,,,CID3142178,O=C(NCCCN1CCOCC1)c1sc2ccccc2c1Cl
,,,,,,,0.0,,,,,,,,,,CID5309642,CC1CCCC(C)N1C(=O)Cn1c(=O)sc2ccccc21
,,,,,,,,,,,,0.0,,,,,CID660677,O=S(CCc1ccncc1)Cc1ccccc1
,,,,,,,,,,,,,,0.0,,,CID711247,O=C(OCCN1C(=O)c2ccccc2C1=O)c1ccccc1
,,,,,0.0,,,,,,,,,,,,CID1003022,CCn1cc(/C=N/NC(=O)c2cc3c(ccc4ccccc43)o2)c2ccccc21
,,,,,,,,,,,0.0,,,,,,CID2917212,CC(C)CC(=O)N1CCN(c2ccc([N+](=O)[O-])c(NCc3ccccc3)c2)CC1
,,,,0.0,,,,,,,,0.0,,,,,CID3237764,CC1CCCN(c2nc3ccsc3c(=O)s2)C1
,,,,,0.0,,,,,,,,,,,,CID5346527,CCC(=O)Nc1ccc(NC(=O)c2ccc(OCC(C)C)cc2)cc1
,,,,0.0,,,,,,,,0.0,,0.0,,,CID2118554,CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)Nc3ccc4c(c3)CCC4)c2)CC1
,,,,,,,,,,,0.0,,,,,,CID839920,O=C(N/N=C/c1ccco1)c1ccc(Br)o1
,,,,,,,,0.0,0.0,,,,,,,,CID856918,NC(=O)CSc1nnc(-c2cccs2)n1-c1ccccc1
,,,,,,,,,,,,,0.0,0.0,,,CID2564867,O=C(O)CNC(=O)c1ccc(Sc2ccccc2)c([N+](=O)[O-])c1
,,,,,,,,,0.0,,,,,,,,CID3091616,CCCCOC(=O)NC1CCS(=O)(=O)C1
,,,,,0.0,,,0.0,,,,,,,,,CID2997537,O=C(c1ccccc1)N1CCCCC(S(=O)(=O)c2ccccc2)C1=O
,,,,,,,,,,,,,,0.0,,,CID2553943,CCOc1ccc2oc(C(=O)OCC(=O)NC3CC3)c(C)c2c1
0.0,,,,,,,,,,0.0,,,,,,,CID665494,Cn1c(=O)n(CC(=O)OCc2ccccc2)c(=O)c2c1nc1n2CCCN1C1CCCCC1
,,,,,,,,0.0,,,,,0.0,,,,CID672375,Cc1ccc(-c2noc(COc3ccc4c(c3)OCO4)n2)cc1
0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,CID3241996,Cc1cccc(Cn2c(=O)n(Cc3ccco3)c(=O)c3ccccc32)c1
,,,,0.0,,,,,,,,,,,,0.0,CID506600,c1csc(-c2nc3ccccc3[nH]2)c1
,,,,,,,,,,,,,,0.0,,,CID1310572,O=C(NC1CCCC1)c1cc(S(=O)(=O)N2CCOCC2)c(Cl)cc1Cl
0.0,,,,,,,,0.0,,0.0,,,,,,,CID934679,O=C(CSc1ccccn1)Nc1ccc(Br)cn1
,,,,0.0,,,0.0,,0.0,0.0,,,,,,,CID2121746,O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1)Nc1ccc2c(c1)OCO2
0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,CID2999404,CC(Sc1nncs1)C(=O)NCc1ccc2c(c1)OCO2
0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,,,,CID3238785,Cc1cc(=O)nc(SCC(=O)Nc2nc3c(s2)CCCC3)[nH]1
,,,,,,,,,,,,,,0.0,,,CID2851881,CCOc1ccc(NC(=O)c2cccnc2Cl)c([N+](=O)[O-])c1
,,0.0,,,0.0,,0.0,,,,,,0.0,,,,CID2834348,Nc1ccc(C23CC4CC(CC(O)(C4)C2)C3)cc1
,,,,,0.0,,,,,,,,,,,,CID2251456,CCOC(=O)C1=C(Nc2cccc3ccccc23)S/C(=C\c2ccccc2)C1=O
,,,,,,,,,0.0,,,,,,,,CID1463791,Cc1ccc(NC(=O)Cn2nnc(-c3ccccc3NC(=O)c3cccs3)n2)cc1
,,,,,,,,,,,,,,0.0,,,CID2012798,Cc1ccc(Cn2c(N)c(S(=O)(=O)c3cccs3)c3nc4ccccc4nc32)cc1
,,,,,,0.0,,,0.0,,,,,,,,CID2998676,Cc1cc(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)c(C)n1CC1CCCO1
,,,,0.0,,,,,0.0,0.0,,0.0,,,,0.0,CID655819,Cc1ccc(NC(=O)CS(=O)CC(=O)N(CC(=O)NC2CCCC2)c2cccc(C)c2C)cc1
,,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,CID664071,O=C(COc1ccccc1)OCc1cc2ccccc2[nH]c1=O
,,,,,,,,,,0.0,,,,,,,CID2374283,Cc1ccc(C(=O)Nc2ccc3cn[nH]c3c2)cc1S(=O)(=O)N1CCCCC1
,0.0,0.0,,0.0,,,,,,0.0,,,,,,,CID851522,Cc1nnc(SCc2ccccc2F)n1NCc1cccs1
,,,,,,,,,,,,,,0.0,,,CID1181201,Cc1cc(C)cc(Oc2coc3cc(OC(=O)c4cccnc4)ccc3c2=O)c1
0.0,,,,,,0.0,,,,,,,,,,,CID2950867,O=C1CC(N2CCN(c3ccc(F)cc3)CC2)C(=O)N1Cc1ccc(N2CCCC2=O)cc1
,,,,0.0,,,0.0,0.0,,,,,,,,,CID663460,COc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2c2cc(C)ccn2)cc1OC
0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,CID2232874,COc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1OC
,,0.0,,,,,0.0,,,,,,,,,,CID2872793,CCN(CC)c1ccc(C2C(C(=O)OCCOC(C)C)=C(C)NC3=C2C(=O)CCC3)cc1
,,,,,,,,,,,,,,,,0.0,CID5390012,N#Cc1c(N2C(=O)C3C(CCC(=O)O)NC4(C(=O)Nc5ccccc54)C3C2=O)sc2c1CCCC2
0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,CID649295,Cc1nc2ccccc2c(=O)n1C1CCCCCC1
0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.0,CID2160264,Cc1ccc(-n2nc3c(c2NC(=O)CCC2CCCCC2)CS(=O)C3)cc1
0.0,,,,,,,0.0,,0.0,,,,,,,0.0,CID2160267,Cc1cccc(-n2nc3c(c2NC(=O)CCC2CCCCC2)CS(=O)C3)c1C
,,,,,,,,,,,,,,0.0,,,CID1291628,COc1ccccc1-c1c(C)[nH]n2c(=O)c(Cc3ccccc3)c(C)nc12
0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,CID3238765,CCn1cc(C(=O)N2CCN(C3CCCCC3)CC2)c2cc(OC)c(OC)cc2c1=O
,,,,,,,,,,,,,,0.0,,,CID2147593,COc1cc(C(C)=O)ccc1OC(=O)c1cc2cccc(OC)c2oc1=O
